title,phone,website,emails,email_count,city,countryCode,totalScore,categoryName
Noqtat Al Nada MEP and FM,+971 2 677 5776,http://www.noqtatalnada.com/,info@noqtatalnada.com,1,Abu Dhabi,AE,4.4,General contractor
New Way Electromechanical Cont Co LLC,+971 2 441 0934,http://www.newwaygroupcompanies.ae/,gm@newwaygroupcompanies.ae | md@newwaygroupcompanies.ae | info@newwaygroupcompanies.ae,3,Abu Dhabi,AE,3.3,HVAC contractor
Tarkansas Air Condition And Ventilation تركنساس للوازم التكييف والتهويه,+971 52 622 0078,http://tarkansas.net/,info@tarkansas.net,1,Abu Dhabi,AE,5,Air conditioning contractor
TEMP MASTER CENTRAL A.C AND GENERAL CONTRACTING,+971 50 647 7380,https://tempmaster.ae/about-us/,,0,Abu Dhabi,AE,5,Air conditioning contractor
MainTain,+971 50 989 5670,https://www.uaemaintain.com/,info@uaemaintain.com,1,Abu Dhabi,AE,4.9,Property maintenance
COOL DOT COM AC MAINTENANCE,+971 50 956 9575,,,0,Abu Dhabi,AE,5,Air conditioning repair service
Instacool - Samsung AC Service Center,+971 50 505 9055,http://www.instacool.ae/,info@instacool.ae | contact@instacool.ae,2,Abu Dhabi,AE,4.5,Air conditioning repair service
Al Raqiya Air Conditioner Repairs,+971 50 772 7338,http://alraqiyaacrepair.com/,jomon.alraqia@gmail.com | jomon.alraqiya@gmail.com,2,Abu Dhabi,AE,4.3,Air conditioning repair service
Abu Faris Car AC Repair,+971 50 792 2329,,,0,Abu Dhabi,AE,4.7,Car repair and maintenance service
Camber Electromechanical,+971 2 673 3310,http://camberme.com/,,0,Abu Dhabi,AE,4.4,Fire protection service
DYCC - Denholm Yam Steel Factory,+971 2 659 3333,http://www.denholm-yam.com/,info@dy.ae,1,Abu Dhabi,AE,4.1,Steel construction company
Stout Energy,+971 3 734 4818,https://www.stoutenergy.me/,info@stout.world | info@stoutenergy.me | info@stoutenergy.com | info@stout.ae,4,Abu Dhabi,AE,,Air conditioning contractor
Trojan Construction Holding,+971 2 509 7300,http://www.trojanconstruction.group/,,0,Abu Dhabi,AE,4.3,Construction company
Global Trust General Contracting,+971 2 886 4466,,,0,Abu Dhabi,AE,4.9,Air conditioning contractor
Modern Engineering and Contracting / الشركة الحديثة للهندسة والمقاولات,+971 3 765 9470,,,0,Abu Dhabi,AE,4,Air conditioning contractor
Phoenix Security Systems,+971 54 289 9795,https://phoenixsecurity.ae/,phoenixsystemsecure@gmail.com,1,Abu Dhabi,AE,4.9,Home automation company
Johnson Controls LLC - Parts Showroom,+971 50 372 4217,https://me.johnsoncontrols.com/parts-showroom,mahesh.viswanath@jci.com,1,Abu Dhabi,AE,3,Air conditioning system supplier
STOUT General Contracting And Electromechnical SPLLC. Branch,+971 3 734 4818,http://stout.ae/,info@stout.world | info@stoutenergy.me | info@stoutenergy.com | info@stout.ae,4,Abu Dhabi,AE,4,Contractor
Easy Going Electromechanical Contracting (EGEC LLC),+971 2 235 8871,https://www.easygoingemc.com/,sales@easygoingemc.com | easygoingmep@gmail.com,2,Abu Dhabi,AE,4.5,Industrial equipment supplier
Welltech Electro Mechanical LLC,+971 50 818 8674,http://www.welltechem.net/,,0,Abu Dhabi,AE,4.5,Contractor
Glory Equipment,+971 2 555 1288,,,0,Abu Dhabi,AE,3.8,Oil field equipment supplier
ROVER COOL GENERAL TRADING,+971 3 733 1055,,,0,Abu Dhabi,AE,2.5,Air conditioning system supplier
Transcold Airconditioner spare parts trading LLC,+971 54 598 0454,https://transcold.ae/,,0,,,5,Air conditioning store
Master Group General Maintenance Sole Proprietorship LLC.,+971 55 548 6408,,,0,Abu Dhabi,AE,5,HVAC contractor
Cool Way Building Metarials LLC,+971 2 552 3918,http://www.coolwaybmllc.com/,info@coolwaybmllc.com,1,Abu Dhabi,AE,4.8,HVAC contractor
Al Waha Hygiene Pest Control and Facilities Services LLC,+971 56 695 2225,https://www.alwahahygiene.ae/,info@alwahahygiene.ae,1,Abu Dhabi,AE,4.7,Pest control service
Al Ibtihaj Air Conditioning & General Maintenance Co LLC,+971 50 642 2073,,,0,Abu Dhabi,AE,5,HVAC contractor
Bin Dasmal General Trading - Abu Dhabi Office,+971 2 553 8226,http://www.bindasmalgeneraltrading.com/,trading@bindasmal.com,1,Abu Dhabi,AE,,HVAC contractor
HR Interior Contracting & General Maintenance LLC,+971 55 290 3467,http://www.hrinterior.com/,info@hrinterior.com,1,Abu Dhabi,AE,5,HVAC contractor
Build Up MEP Store,+971 52 773 4485,,,0,Abu Dhabi,AE,5,HVAC contractor
Abu Saeed Trading Co. Abu Dhabi Br,+971 2 550 3595,http://www.abusaeed.com/,,0,Abu Dhabi,AE,4.7,HVAC contractor
Phoenix Central Air Conditioning Works,+971 2 550 9818,https://www.phoenixacuae.com/,info@phoenixacuae.com,1,Abu Dhabi,AE,4,Air conditioning repair service
Rock Star Electro Mechanical SP LLC,+971 2 563 6560,https://rsemuae.com/,info@rsemuae.com,1,Abu Dhabi,AE,5,Construction company
Summer Cool,+971 2 565 9094,http://www.summercool.ae/,sales@summercool.ae,1,Abu Dhabi,AE,4.4,Air conditioning store
Home Tech Appliances repair,+971 56 780 0668,https://hometechappliancesrepair.com/,,0,Abu Dhabi,AE,4.8,Appliance repair service
Sameer Al Wadad General Maintenance,+971 50 671 5378,http://www.smgeneralmaintenance.com/,,0,Abu Dhabi,AE,4.9,Handyman/Handywoman/Handyperson
نسمة الخير للتكييف,+971 50 800 7153,http://www.nasmata.com/,eben@eyebytes.com | filler@godaddy.com,2,Abu Dhabi,AE,4.4,Air conditioning contractor
Electro For Cooling Systems LLC OPC,+971 58 554 4999,,,0,Abu Dhabi,AE,4.4,Auto machine shop
AL HUSNI TRADING LLC BRANCH,+971 2 554 7776 ext. 5547943,,,0,Abu Dhabi,AE,5,Air conditioning system supplier
Generaltec Abu Dhabi جنرال تيك أبوظبي,+971 2 491 1388,https://generaltec.com/,,0,Abu Dhabi,AE,4.6,Electronics store
Triple Eight International Auto Garage,+971 54 428 0888,,,0,Abu Dhabi,AE,4.8,Auto air conditioning service
Central AC Trading LLC,+971 2 679 7733,http://www.centralacuae.com/,cactrading.br@gmail.com | sales@centralacuae.com | centralac.ae@gmail.com | info@centralacuae.com | xyz@gmail.com,5,Abu Dhabi,AE,3.8,Store
Taurus Group Of Company,+971 2 558 2800,http://www.taurusgroupuae.com/,info@taurusgroupuae.com,1,Abu Dhabi,AE,4.6,Construction company
White Snow Central Airconditioning Repair,+971 50 443 5617,http://whitesnow.in/,info@whitesnow.in | wscavtar2010@hotmail.com,2,Abu Dhabi,AE,4,Air conditioning repair service
"FixPro AC Maintenance, Duct & Exhaust Cleaning, Plumbing, Sanitization, Sofa Cleaning, General Maintenance and MEP",+971 54 581 2492,http://www.fixpro.ae/,customer@fixpro.ae | cusomer@fixpro.ae,2,Abu Dhabi,AE,4.9,Corporate office
Envirocon Construction Products Factory,+971 2 550 3473,https://www.enviroconcp.com/,,0,Abu Dhabi,AE,4.4,Chemical manufacturer
General Construction Co W.L.L,+971 2 555 4025,http://www.gcc-uae.net/,,0,Abu Dhabi,AE,4.1,Construction company
Lanmax Aircondition Spare Parts Trading LLC,+971 2 555 4665,,,0,Abu Dhabi,AE,5,Air conditioning system supplier
COOL TRACK AIR CONDITION TRADING L.L.C,+971 2 666 1021,,,0,Abu Dhabi,AE,5,Wholesaler
MC SQUARE ELECTRO MECHANICAL,+971 50 984 0143,http://www.mcsquaremep.com/,info@mcsquremep.com,1,Abu Dhabi,AE,4.7,Corporate office
WinStar Electrical Contracting,+971 2 550 9755,http://www.winstargroup.org/,servicesdivision@winstargroup.org,1,Abu Dhabi,AE,4.1,Electrical installation service
Global Petromac Project L.L.C,+971 2 552 5002,https://www.globalpetromac.com/,enquiry@globalpetromac.com | sales@dreamsofttechnologies.com,2,Abu Dhabi,AE,4.8,Warehouse
Forza Al Khaleej,+971 55 303 0563,http://www.forzaalkhaleej.com/,info@forzaalkhaleej.com,1,Abu Dhabi,AE,4.8,Corporate office
Silver Zone General Contracting,+971 54 594 4199,http://www.silverzoneuae.com/,,0,Abu Dhabi,AE,4.7,Mechanical contractor
TSSC Technical Supplies & Services,+971 2 641 1445,,,0,Abu Dhabi,AE,3.8,Electronics store
"ACECO Al Ain Office, Camp & Store",+971 3 782 5426,http://www.aceco.ae/,,0,Abu Dhabi,AE,4.7,Children's camp
Euro Mechanical - MIS (Mechanical Integrity Solutions),+971 2 550 5870,http://www.euromechanical.com/,sales@euromechanical.com,1,Abu Dhabi,AE,4.8,Corporate office
Satkhira Electrical & Sanitary Trading (Electrical Materials Supplier- Plumbing Materials Supplier- Building Materials),+971 50 502 5371,https://satkhirauae.com/,info@satkhirauae.com,1,Abu Dhabi,AE,4.4,Electrical supply store
Delight International Facilities Management - FM services | Deep Cleaning | Handyman Services,+971 800 3436,http://www.delightifm.com/,info@delightifm.com,1,Abu Dhabi,AE,4.1,Property maintenance
"Firas repairing washing machines, refrigerators, ovens in Abu Dhabi",+971 50 822 4248,https://www.firasrepair.com/,hello@firasrepair.com,1,Abu Dhabi,AE,4,HVAC contractor
Al Madina Al Zarqa Air Condition Spare Parrts,+971 50 825 6169,https://al-madina-al-zarqa.odoo.com/,shahismail12798@gmail.com,1,Abu Dhabi,AE,4.3,Air conditioning repair service
New Life Electromechanical Contracting L.L.C,+971 2 575 9050,https://newlifeuae.com/,,0,Abu Dhabi,AE,3.5,HVAC contractor
IPCO Group,+971 2 444 2264,http://www.ipco-group.com/,,0,Abu Dhabi,AE,4.3,Contractor
BRIGHT WINDERS ELECTROMECHANICAL - L.L.C - S.P.C,+971 55 427 3604,https://brightwinderselectromechanicalllc.com/,,0,Abu Dhabi,AE,4.2,HVAC contractor
AL ISTIQAMA AL THAHABIYA GEN. CONT. CO. L.L.C. (Fitout Contractor & Renovation Contractor),+971 55 698 1595,,,0,Abu Dhabi,AE,4.8,HVAC contractor
National star cool control,+971 54 428 3809,,,0,Abu Dhabi,AE,5,HVAC contractor
Chillercare General Maintenance,,http://www.kandychillers.com/,webmaster@kandychillers.com,1,Abu Dhabi,AE,5,HVAC contractor
Rathath Electromechanical HVAC,,,,0,Abu Dhabi,AE,3.7,HVAC contractor
NOROCOOL GC,+971 56 792 8572,https://norocoolgc.com/,,0,,,5,HVAC contractor
AL IMRAN A/C SPARE PARTS LLC (Abu Dhabi Branch),+971 54 994 2220,https://www.alimranuae.com/,,0,Abu Dhabi,AE,4.7,Air conditioning store
PROTEXIVE ELECTROMECHANICAL,+971 2 441 3768,https://www.protexiveuae.ae/,info@protexive.ae,1,Abu Dhabi,AE,3.7,HVAC contractor
ICEBERG ELECTROMECHANICAL CONTRACTING LLC,+971 2 556 6173,http://www.icebergemc.ae/,info@icebergemc.ae,1,Abu Dhabi,AE,2.5,HVAC contractor
Palms Beach Central AC Maintenance Est.,+971 2 551 5119,http://www.palmsbeach.ae/,info@palmsbeach.ae,1,Abu Dhabi,AE,4,Air conditioning repair service
Leminar Global | Al Ain Showroom ( شركة ليمنار للتكييف - معرض العين ),+971 3 722 4036,http://www.leminar.net/,,0,Abu Dhabi,AE,3.8,HVAC contractor
Al Haj Ghaddar Trading Establishment,+971 2 555 4235,https://ghaddartrading.co/,,0,Abu Dhabi,AE,4.6,Industrial equipment supplier
Golden Rock,+971 50 555 1313,,,0,Abu Dhabi,AE,5,Building materials supplier
Frontier Integrated Engineering,+971 2 555 2939,http://www.fieuae.com/,info@fieuae.com,1,Abu Dhabi,AE,4.6,Corporate office
AlRuwais Electrical & Mechanical Equipment LLC,+971 2 554 5442,http://www.alruwaisuae.com/,ruwais01@eim.ae,1,Abu Dhabi,AE,3.9,Hardware store
Millennium Environmental Services,+971 2 650 8300,http://www.mesuae.ae/,mesad@eim.ae | mesad@emirates.net.ae,2,Abu Dhabi,AE,4.1,Air duct cleaning service
ROYAL ENDEAVOR GENERAL CONTRACTING - SOLE PROPRIETORSHIP L.L.C.,+971 2 882 2328,https://endeavoruae.com/,,0,Abu Dhabi,AE,4.3,General contractor
Team Rising General Maintenance,+971 50 562 5626,https://teamrising.ae/,,0,Abu Dhabi,AE,4.9,Concrete contractor
Al Reem Hospico Co LLC,+971 3 767 7474,http://www.arh.ae/,info@arh.ae,1,Abu Dhabi,AE,3.5,Machine maintenance service
Hyde Park Contracting & General Maintenance L.L.C,+971 56 188 7122,http://www.hydepark.ae/,operations@hydepark.ae | info@hydepark.ae,2,Abu Dhabi,AE,4,Construction company
Shifa Electrical Appliances wll,+971 2 553 5122,https://www.shifauae.ae/,contact@shifaelec.com,1,Abu Dhabi,AE,4.1,Electrical supply store
Dynavative Technical Services LLC,+971 2 639 9050,https://www.dtseae.com/,info@dtseae.com,1,Abu Dhabi,AE,4.8,Oilfield
MTQ Engineering LLC - UAE,+971 2 204 5300,https://www.mtq.com.sg/z,,0,Abu Dhabi,AE,4.9,Oil field equipment supplier
Emmanuel General Contracting and Maintenance Sole Proprietorship LLC,+971 54 266 1868,http://www.emmanuel.ae/,info@emmmanuel.ae | info@emmanuel.ae,2,Abu Dhabi,AE,5,Air conditioning contractor
ACCENTECH ELECTROMECHANICAL,+971 55 522 0219,http://www.accentechuae.com/,info@accentechuae.com,1,Abu Dhabi,AE,4.1,Engineering consultant
Clifton General Contracting LLC,+971 2 510 1009,https://cliftongc.com/,info@cliftongc.com,1,Abu Dhabi,AE,4.8,HVAC contractor
Regal electrical and plumbing materials trading,+971 2 550 0123,,,0,Abu Dhabi,AE,4.4,Building materials store
Firelec Electromechanical,+971 2 883 5477,http://www.firelecuae.com/,,0,Abu Dhabi,AE,5,HVAC contractor
Axon Facility Management,+971 2 628 2444,http://www.axonfm.com/,info@axonfm.com | info@suryanallc.ae,2,Abu Dhabi,AE,4.8,Contractor
Joys Brothers Air Conditioning & General Maintenance L.L.C,+971 2 643 2559,http://www.joysgroup.com/,,0,Abu Dhabi,AE,3,Air conditioning contractor
ALNOOR HVAC WORKS,+971 55 392 0606,,,0,Abu Dhabi,AE,3,HVAC contractor
imeco warehouse,+971 2 551 1691,http://www.imeco.com/,,0,Abu Dhabi,AE,4.1,Warehouse
Abudhabi Epsco Cleaning Services LLC,+971 2 550 6011,https://www.epscoauh-intl.com/,,0,Abu Dhabi,AE,4.4,Air duct cleaning service
Aries Oil Field Services L.L.C (Mechanical Testing and Metallurgical Laboratory),+971 2 550 8893,https://www.ariesmar.com/ae/en/mechanical-testing-and-metallurgical-lab,mechtest@ariesgroup.ae,1,Abu Dhabi,AE,4.5,HVAC contractor
Benair Trading Co LLC - Abu Dhabi Branch,+971 2 586 2552,https://www.benairuae.com/,,0,Abu Dhabi,AE,5,Air conditioning contractor
Andrews Sykes Climate Rental,,https://www.andrews-sykes.ae/,,0,Abu Dhabi,AE,3.2,HVAC contractor
TRACK HVAC REFRIGERATION SPARE PARTS TRADING LLC SPC,+971 50 724 2350,https://trackhvac.com/,,0,Abu Dhabi,AE,5,HVAC contractor
AIO Facilities Management Services LLC,+971 2 546 0660,http://aiofm.ae/,info@aiofm.ae,1,Abu Dhabi,AE,3.9,Property maintenance
Naser Al Sayer & Company LLC,+971 2 555 6002,http://www.nasco-uae.com/,headoffice@nascoho.ae,1,Abu Dhabi,AE,4,Construction equipment supplier
WAJAHA GENERAL CONTRACTING,+971 50 667 8950,https://wajaha.ae/,,0,Abu Dhabi,AE,5,HVAC contractor
Cool Control Air Conditioning & General Maintenance LLC,+971 56 660 4685,,,0,,,4.6,Air conditioning repair service
Al Gergawi HVAC Trading,+971 54 515 3656,,,0,Abu Dhabi,AE,,Air conditioning system supplier
Babar Electronics,+971 50 663 0417,https://www.babarelectronics.com/,,0,Abu Dhabi,AE,4.6,Air conditioning repair service
Shbab Al Madina car AC,+971 50 110 9835,,,0,Abu Dhabi,AE,5,Auto machine shop
Subtain technical services dubai est,+971 55 434 3549,https://subtaintechnicalservicesest.com/,info@subtaintechnicalservicesest.com,1,,,4.6,Kitchen remodeler
Falcon Auto Ac and Radiator Repair Shop LLC,+971 50 224 6867,,,0,Abu Dhabi,AE,4.5,Auto repair shop
Carrera Auto Workshop,+971 50 214 5161,http://www.carreraworkshop.com/,info@carreraworkshop.com,1,Abu Dhabi,AE,4.6,Auto repair shop
𝗦𝗔𝗘𝗘𝗗 𝗔𝗟 𝗭𝗔𝗔𝗕𝗜 𝗔𝗨𝗧𝗢𝗖𝗔𝗥𝗘 𝗖𝗘𝗡𝗧𝗘𝗥 𝗟.𝗟.𝗖,+971 50 669 7282,https://alzaabiautocare.com/,info@alzaabiautocare.com,1,Abu Dhabi,AE,4.4,Auto repair shop
𝐌𝐚𝐠𝐢𝐜 𝐓𝐨𝐮𝐜𝐡 𝐀𝐮𝐭𝐨 𝐆𝐚𝐫𝐚𝐠𝐞,+971 52 793 7314,https://magictouchautogarage.com/,magictouchautogarage@gmail.com,1,Abu Dhabi,AE,4.9,Auto repair shop
Superfix Auto Center Al Hili - سوبرفكس لتصليح السيارات الهيلي,+971 50 314 1185,https://superfix.ae/,address@youremail.com | info@superfix.ae,2,Abu Dhabi,AE,4.8,Auto repair shop
Moon Al Nahdha Auto Garage Abu Dhabi,+971 50 821 8299,https://www.alnahdhaauto.com/carrepairgarageabudhabi/,,0,Abu Dhabi,AE,4.6,Auto repair shop
Carpros Auto Services,+971 50 186 6777,https://www.carpros.ae/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=14291846976853448780,,0,Abu Dhabi,AE,4.9,Auto repair shop
Drums Auto Service Center,+971 50 691 3155,https://drumsautoservice.com/,drumsautoservice@gmail.com,1,Abu Dhabi,AE,4.8,Auto repair shop
Qasar Al Jazeera,+971 56 217 4777,http://www.qaj.ae/,info@qaj.ae,1,Abu Dhabi,AE,5,HVAC contractor
GERSHOM BUILDING MAINTENANCE AND A/C CONTRACT CO L.L.C,+971 50 125 7651,http://www.gershomalain.com/,gershom4u@gmail.com | info@gershomalain.com,2,Abu Dhabi,AE,5,Air conditioning contractor
Faizan km property management and general maintenance LLC,+971 50 261 2176,https://www.fkmmaintenance.com/,,0,Abu Dhabi,AE,4.8,Air conditioning repair service
Gemstone Electromechanical Contracting & Trading LLC,+971 56 701 3716,https://gemstoneintl.com/,,0,Abu Dhabi,AE,4.2,HVAC contractor
GULF O FLEX Abu Dhabi Showroom,+971 2 553 5035,http://www.gulfoflex.com/,info@gulfoflex.com,1,Abu Dhabi,AE,5,Manufacturer
Ampeon Electro Mechanical Works LLC,+971 2 441 2326,http://www.ampeonme.com/,info@ampeonme.com,1,Abu Dhabi,AE,4.1,Corporate office
Super Care General Maintenance,+971 52 952 4943,,,0,Abu Dhabi,AE,3,Property maintenance
ITS nabors. Icad,+971 2 551 1141,,,0,Abu Dhabi,AE,4.4,Machine workshop
Daimler General Contracting - Sole Proprietorship L.L.C,+971 2 546 2906,http://www.daimleruae.com/,info@daimleruae.com,1,Abu Dhabi,AE,4.4,Contractor
AL RUMAN TURNING WORKSHOP LLC,+971 2 554 4608,https://teamalrumanmep.com/,user@company.com,1,Abu Dhabi,AE,5,Turnery
Divine General Contracting LLC,+971 2 551 7602,http://www.divinedgc.com/,info@divinedgc.com,1,Abu Dhabi,AE,4.3,General contractor
Sibca Electronic Equipment Company,+971 3 751 8080,http://www.sibca.com/,info@sibca.com | service.support@sibca.com,2,Abu Dhabi,AE,4.5,Corporate office
Tech Dynamics General Trading,+971 2 626 9833,http://www.techdynamics.ae/,,0,Abu Dhabi,AE,4.8,Construction equipment supplier
Al Tayer Engineering LLC,+971 2 510 1013,http://www.altayerengineering.com/,info@altayer-eng.com,1,Abu Dhabi,AE,3,Pump supplier
Intergulf General Contracting,+971 2 499 7601,,,0,Abu Dhabi,AE,4.7,Contractor
Deluxe Heavy Equipment Rental LLC,+971 55 440 4169,https://deluxehe.com/,admin@deluxehe.com | sales@deluxehe.com,2,Abu Dhabi,AE,4.7,Electric generator shop
JMAX Elecromechanical contracting,+971 55 919 1424,http://www.jmax.ae/,,0,Abu Dhabi,AE,,Construction company
BRIGHT LINE REFRIGERATION & AIRCONDITIONING TRADING LLC,+971 3 782 1476,,,0,Abu Dhabi,AE,5,Air conditioning system supplier
SUPER HYGIENE GENERAL MAINTENANCE,+971 54 544 7755,https://www.hygienepest.com/,info@hygienepest.com,1,Abu Dhabi,AE,4.6,HVAC contractor
Futuristic Electromechanical Contracting L.L.C,+971 54 470 7683,,,0,Abu Dhabi,AE,5,HVAC contractor
Farnek Services LLC Abu Dhabi,+971 2 559 5517,https://www.farnek.com/,info@farnek.com,1,Abu Dhabi,AE,3.6,Property maintenance
Regional General Maintenance,+971 2 448 3127,,,0,Abu Dhabi,AE,5,HVAC contractor
London Pools Maintenance,+971 54 767 8785,,,0,Abu Dhabi,AE,3,Swimming pool contractor
White Tree Cars Air Conditioners Repair - L.L.C,+971 50 704 3053,https://whitetreeuae.com/,info@whitetreeuae.com,1,Abu Dhabi,AE,5,Auto air conditioning service
Bin besher Technical Services,+971 56 595 8313,,,0,Abu Dhabi,AE,,HVAC contractor
RPM Equipment Rental And Sales (آر بي إم لتأجير وبيع المعدات),+971 55 189 6296,http://www.rigpower.ae/,contact@rigpower.ae | info@rigpower.ae,2,Abu Dhabi,AE,4.6,HVAC contractor
Lark Engineering Construction,+971 56 125 1376,http://lark.ae/,info@lark.ae,1,Abu Dhabi,AE,5,HVAC contractor
Ali Khamis Electromechanical Repairs LLC,+971 2 557 5944,,,0,Abu Dhabi,AE,3,HVAC contractor
Daleen General Contracting,+971 50 512 0509,https://daleen.ae/,mohammed@daleen.ae,1,Abu Dhabi,AE,,HVAC contractor
Royal Tiger Auto Repair Workshop,+971 56 949 0988,,,0,Abu Dhabi,AE,4.9,Auto repair shop
AL MARAFI AUTOMOBILE SERVICES ورشة المرافي لخدمات السيارات,+971 2 554 0400,http://www.almarafigroup.com/car-repair.html,marafiauto@gmail.com,1,Abu Dhabi,AE,4.6,Auto repair shop
Home,+971 58 292 9867,https://www.bayut.com/mybayut/ar/%D8%AA%D8%B5%D9%84%D9%8A%D8%AD-%D9%85%D9%83%D9%8A%D9%81%D8%A7%D8%AA-%D8%AF%D8%A8%D9%8A/,,0,Abu Dhabi,AE,,Air conditioning repair service
Challenge Car Services Center,+971 50 723 1478,https://kargal.ae/ad-category/classifieds/auto-garage/,support@kargal.ae,1,Abu Dhabi,AE,4.7,Mechanic
GRIP AUTO REPAIR LLC,+971 52 718 8115,https://gripautorepair.com/,info@gripautorepair.com,1,Abu Dhabi,AE,4.8,Auto repair shop
Black Pearl Car Care Center,+971 50 669 9081,http://www.bpccc.org/,blackpearlalain@gmail.com,1,Abu Dhabi,AE,3.9,Auto restoration service
Al Maaroof Garage,+971 55 432 0091,,,0,Abu Dhabi,AE,4.3,Car repair and maintenance service
Johnny's Expert Auto Garage,+971 50 237 9864,https://www.johnnysgarage.co/,info@johnnysgarage.co,1,Abu Dhabi,AE,4.8,Auto repair shop
"Indus Services - Home Cleaning Maids, Movers And Packers, Storage, Handyman, Plumber, Electrical Services Abu Dhabi & Dubai",+971 2 558 4651,https://indusservices.ae/,info@indusservices.ae,1,Abu Dhabi,AE,4.8,Handyman/Handywoman/Handyperson
Car Lab Auto Repairs,+971 50 915 0800,http://www.carlabuae.com/,carlabrepairs@gmail.com,1,Abu Dhabi,AE,4.5,Auto repair shop
"Al Rahi White General Maintenance-AC works, Plumbing, electrical, civil, painting, renovation etc",+971 55 741 3318,https://alrahiuae.com/,,0,Abu Dhabi,AE,5,Construction company
Perfection Auto Workshop,+971 56 724 2700,,,0,Abu Dhabi,AE,5,Auto body shop
AUTEX CAR SERVICE CENTRE مركز اوتيكس لخدمة السيارات,+971 50 296 7060,,,0,Abu Dhabi,AE,4.2,Auto repair shop
Home Appliances Repair,+971 50 828 6089,,,0,Abu Dhabi,AE,3.3,Electronics repair shop
P2 Design Car Services,+971 50 707 3832,https://prestigecarservices.ae/,info@p2designcarservice.com,1,Abu Dhabi,AE,4.7,Auto repair shop
cars repair services,+971 50 181 0877,,,0,Abu Dhabi,AE,3.8,Auto repair shop
ACLC General Maintenance- L.L.C,+971 50 396 3480,https://aclc.ae/,aclcmaint@gmail.com,1,Abu Dhabi,AE,4.8,Property maintenance
Kunio Auto L.L.C,+971 50 570 8944,http://www.kunio.ae/,,0,Abu Dhabi,AE,4.4,Car repair and maintenance service
FGF Contracting & General Maintenance,+971 600 546672,http://www.fgfcm.ae/,info@fgf.ae | jean@dupont.com,2,Abu Dhabi,AE,4.8,Air conditioning contractor
Universal Voltas LLC Al Ain Branch.,+971 3 721 2380,https://www.universalvoltas.com/,info@universalvoltas.com | uvabudhabi@universalvoltas.com,2,Abu Dhabi,AE,4.7,Air conditioning contractor
PARKER GENERAL CONTRACTING - L.L.C,+971 56 526 5588,https://parkerservices.ae/,,0,Abu Dhabi,AE,5,Construction company
Desert Auto Experts - Auto Repair in Abu Dhabi,+971 58 519 8700,https://desertauto.ae/,info@desertauto.ae,1,Abu Dhabi,AE,4.7,Auto repair shop
Trustnrides,+971 54 504 3118,http://trustnrides.com/,,0,Abu Dhabi,AE,4.1,Car repair and maintenance service
Quick Fit Auto Center Abu Dhabi,+971 2 610 9204,https://quickfitautocenter.com/,info@quickfitautos.com,1,Abu Dhabi,AE,4.3,Auto repair shop
Eurospec Automotive Solutions,+971 2 552 7444,,,0,Abu Dhabi,AE,3.9,Car repair and maintenance service
German Experts Car Maintenance,+971 800 3973787,https://germanexperts.ae/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_id=gmbGEAD,info@wordpress-548447-3360957.cloudwaysapps.com | info@germanexperts.ae,2,Abu Dhabi,AE,4.4,Car repair and maintenance service
The Car Medics Auto Repair Centre,+971 58 565 6600,http://www.thecarmedics.ae/,,0,Abu Dhabi,AE,4.8,Car repair and maintenance service
G3 Facilities management,+971 56 416 6537,https://g3fm.ae/,info@g3fm.ae,1,Abu Dhabi,AE,4.9,Property maintenance
UMAR ABDULLAH TECHNICAL SERVICES L.L.C,+971 52 442 3200,,,0,Abu Dhabi,AE,5,Painter
TYREPLUS CME - ADNOC Shakhbout Station,+971 2 401 7765,https://www.tyreplus-me.com/ar/uae/dealers/abu-dhabi/tyreplus-cme-adnoc-shakhbout-station?utm_source=Google&utm_medium=organic&utm_campaign=Uberall_GBP&utm_content=LDS&utm_term=Uberall_GBP,,0,Abu Dhabi,AE,4.8,Tire shop
Lasani General Contracting,+971 50 920 7649,https://lasani.ae/,,0,Abu Dhabi,AE,5,Construction company
Janata auto repair,+971 55 148 2938,,,0,Abu Dhabi,AE,4.6,Auto repair shop
Time Hours Facility Management Services - Sole Proprietorship L.L.C.,+971 55 570 2572,http://timehours1997.wixsite.com/website,timehours1997@gmail.com,1,Abu Dhabi,AE,5,Home help service agency
Muribro cars repair garage,+971 2 442 0800,https://www.facebook.com/profile.php?id=61552199753803&mibextid=PtKPJ9,,0,Abu Dhabi,AE,4.8,Auto repair shop
"Zippco General Maintenance LLC( Cleaning, Maintenance, Modification ,Demolishing, Renovation, Fit out) Abu Dhabi& Dubai",+971 52 754 7487,https://zippcogm.com/,zippcogm@gmail.com | zippcogm@gmail.com%20,2,Abu Dhabi,AE,4.7,Cleaning service
Elite Torque Automobile Repairs,+971 2 555 4459,https://etar.ae/,,0,Abu Dhabi,AE,4.4,Auto repair shop
BestAir Services - Commercial Air Conditioning and Refrigeration Contractor,+971 55 595 3986,https://bestairservices.com/,sales@bestairservices.com,1,,,4.9,HVAC contractor
Al Tawsa Electrical Contracting,+971 55 721 1932,https://altawsa.com/,,0,Abu Dhabi,AE,4.7,Contractor
خدمات آسطا | Osta Services – AC Repair & Maintenance,+971 56 867 6036,https://www.ostaservices.com/ac-services-alain,,0,Abu Dhabi,AE,5,Air conditioning contractor
