"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categories/10","url","categoryName"
"Ashq Technical Services and Building Maintenance","4.9",,"12th Street",,"Sharjah","AE",,"+971 52 193 5953","Property maintenance","Building restoration service","Contractor","General contractor","HVAC contractor","Painting","Property management company","Repair service",,,,"https://www.google.com/maps/search/?api=1&query=Ashq%20Technical%20Services%20and%20Building%20Maintenance&query_place_id=ChIJea5lUSBfXz4Rt5fFasa48KM","Property maintenance"
"SuperBlow AC Repair and Maintenance","4.8",,"Coastal Building - Al Nahda St",,"Dubai","AE","https://superblowacrepairdubai.com/","+971 50 971 8472","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SuperBlow%20AC%20Repair%20and%20Maintenance&query_place_id=ChIJb0ztxcRdXz4RjReoaH14HbM","Air conditioning repair service"
"ZAHRAT AL SAHIL AIR-CONDITIONING INSTALLATION SHARJAH",,,,,,,,"+971 50 957 8538","HVAC contractor","Service establishment",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ZAHRAT%20AL%20SAHIL%20AIR-CONDITIONING%20INSTALLATION%20SHARJAH&query_place_id=ChIJkeWWf5SENaERlYo4U3oVPVA","HVAC contractor"
"Ac Repair Sharjah Babar Shokut Electric Wear","3.8",,"Al Yarmook St 13 building number 25 and shop # 1",,"Sharjah","AE",,,"Air conditioning repair service","Microwave oven repair service","Refrigerator repair service","Washer & dryer repair service",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ac%20Repair%20Sharjah%20Babar%20Shokut%20Electric%20Wear&query_place_id=ChIJD_wP0HpZXz4RuWuzA_waTOA","Air conditioning repair service"
"HVAC Pro Dubai","4","4",,,,,"https://www.hvacpro.ae/","+971 56 973 1265","HVAC contractor","Air conditioning contractor","Air conditioning repair service","Air duct cleaning service","Service establishment",,,,,,,"https://www.google.com/maps/search/?api=1&query=HVAC%20Pro%20Dubai&query_place_id=ChIJ_01XLT7NSiQR-8GdZp4loK4","HVAC contractor"
"Thermotech Systems & Services | PCB Repair Services | Cold Room Manufacturers in Dubai & Maintenance | HVAC Systems|","4.4","16","Street # 11B Al Ittihad Rd",,"Dubai","AE","http://www.thermotechuae.com/","+971 4 269 3191","Electronics company","HVAC contractor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Thermotech%20Systems%20%26%20Services%20%7C%20PCB%20Repair%20Services%20%7C%20Cold%20Room%20Manufacturers%20in%20Dubai%20%26%20Maintenance%20%7C%20HVAC%20Systems%7C&query_place_id=ChIJl4jFxcJcXz4RRCYgGL121zo","Electronics company"
"Zephyr AC Spare Parts Trading LLC","4.5","39","Bldg - Shop No.1, Al Belhab Building - 6 7th St - opp. Dubai Residential Oasis",,"Dubai","AE","http://www.zephyruae.com/","+971 4 546 1888","Air conditioning store","Cable company","Electrical supply store","Electrical products wholesaler",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Zephyr%20AC%20Spare%20Parts%20Trading%20LLC&query_place_id=ChIJxWfm4XZdXz4RjE3KpSYj_Ws","Air conditioning store"
"RAJ AIRCONDITIONING SYSTEMS L.L.C","3.5","11","Building - Shop #5 Metro Station - opp. Al Ghurair Center",,"Dubai","AE","https://www.rajacshop.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=website","+971 55 881 8690","Air conditioning contractor","Air conditioning system supplier","Air conditioning store","HVAC contractor",,,,,,,,"https://www.google.com/maps/search/?api=1&query=RAJ%20AIRCONDITIONING%20SYSTEMS%20L.L.C&query_place_id=ChIJlxeKpspcXz4R_33Q3SMMn4s","Air conditioning contractor"
"Moltocare - AC Cleaning Service Dubai","4.6","116","Awazel Building - Office 03 - Al Manama St",,"Dubai","AE","https://www.moltocare.ae/","+971 4 881 0811","Air duct cleaning service","Energy equipment and solutions","Sanitation service",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Moltocare%20-%20AC%20Cleaning%20Service%20Dubai&query_place_id=ChIJKRkIvtFrXz4RDOCGP7Y3vDY","Air duct cleaning service"
"Al Qoze Electromechanical","4.9","13","55 27E Street, 45714 - Shop 09 Al Fahidi St",,"Dubai","AE","http://www.alqoze.com/","+971 4 323 2543","Air conditioning contractor","Air conditioning repair service","Air conditioning store","HVAC contractor",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Qoze%20Electromechanical&query_place_id=ChIJ2wxBu7xDXz4REu3A80BXE6A","Air conditioning contractor"
"A&O General Trading L.L.C (Vogue Scrubs, Dumuzi, Blue Star AC)","5",,"SHJ - Al Ittihad Rd",,"Dubai","AE","http://aoac.ae/","+971 52 845 1504","Air conditioning system supplier","Clothing store",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=A%26O%20General%20Trading%20L.L.C%20(Vogue%20Scrubs%2C%20Dumuzi%2C%20Blue%20Star%20AC)&query_place_id=ChIJI_Du_iJdXz4RSFvHoIeOQIA","Air conditioning system supplier"
"District Cooling International LLC Service Office","4.6",,"27 9B Street",,"Dubai","AE","http://dci-me.com/","+971 4 235 7448","Corporate office",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=District%20Cooling%20International%20LLC%20Service%20Office&query_place_id=ChIJE8jNIA1pXz4R4L7GML2MIbY","Corporate office"
"UTS Carrier (Dubai office)","3.5",,"Floor 2, Palladium Building - Sheikh Zayed Rd",,"Dubai","AE",,"+971 4 419 9100","Air conditioning contractor","Air conditioning repair service",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=UTS%20Carrier%20(Dubai%20office)&query_place_id=ChIJlwZi3NFrXz4RbPA6ofKoKvM","Air conditioning contractor"
"SKYMAK TECHNICAL SERVICES","5",,"Deira, Lulu Centre Building - 414",,"Dubai","AE","http://www.makhaleej.com/","+971 52 115 4975","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SKYMAK%20TECHNICAL%20SERVICES&query_place_id=ChIJ80-aUqhdXz4RmWAaBq89qow","HVAC contractor"
"Al Khamri Technical Works LLC","5",,"Warehouse # 4 Street # 22B",,"Dubai","AE",,"+971 4 285 8494","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Khamri%20Technical%20Works%20LLC&query_place_id=ChIJZRFiUZBdXz4RCoD-qmGhg10","HVAC contractor"
"Oasis Coils & Coatings LLC","4.6",,"Building No 98 26th St",,"Dubai","AE","http://www.occglobal.com/","+971 4 340 9595","HVAC contractor","Manufacturer",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Oasis%20Coils%20%26%20Coatings%20LLC&query_place_id=ChIJ7aJcWlFpXz4RUJkR13EZQ38","HVAC contractor"
"Macins Contracting LLC","4.7",,"Platinum Business Centre - Baghdad Street",,"Dubai","AE","https://macinsgroup.com/","+971 4 718 1571","HVAC contractor","Electric vehicle charging station contractor","Electrical installation service","Interior construction contractor","Interior Decorator","Interior designer","Interior fitting contractor","Security system installation service","Steel construction company",,,"https://www.google.com/maps/search/?api=1&query=Macins%20Contracting%20LLC&query_place_id=ChIJ6_WE1OhdXz4Rw12VqpHb8TQ","HVAC contractor"
"Al Imran Group of Companies - Corporate Office","4.8",,"Technic Building - Office #501 - Salah Al Din St",,"Dubai","AE","https://www.alimranuae.com/","+971 4 273 0844","HVAC contractor","Air conditioning contractor","Air conditioning store",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Imran%20Group%20of%20Companies%20-%20Corporate%20Office&query_place_id=ChIJ62ZIKTtdXz4RImbvIi1oLFw","HVAC contractor"
"Dartek Contracting Co. LLC","4.4",,"LYNX Tower OasisIndustrial Area",,"Dubai","AE","http://www.dartek-uae.com/","+971 4 326 2639","HVAC contractor","Electrical engineer","Fire protection consultant","Contractor","Interior Decorator","Interior designer","Mechanical contractor","Plumber",,,,"https://www.google.com/maps/search/?api=1&query=Dartek%20Contracting%20Co.%20LLC&query_place_id=ChIJge404DhkXz4R_hkR5_9SI-o","HVAC contractor"
"Rubaiya Zueaid Building Materials Co LLC","4.7",,"Al Maktom Street - 119C 4th St",,"Dubai","AE","http://www.rzbmco.com/","+971 4 221 6819","HVAC contractor","Air conditioning store","Air conditioning system supplier","Bathroom supply store","Building materials supplier","Material handling equipment supplier","Pipe supplier","Plumbing supply store",,,,"https://www.google.com/maps/search/?api=1&query=Rubaiya%20Zueaid%20Building%20Materials%20Co%20LLC&query_place_id=ChIJrTR4wUlDXz4RDzjJCPKxeZ8","HVAC contractor"
"Juma Al Majid Electro Mechanical Works","4.4",,"58 Marrakech St",,"Dubai","AE","http://www.contserv-almajid.com/","+971 4 285 1145","Contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Juma%20Al%20Majid%20Electro%20Mechanical%20Works&query_place_id=ChIJmdrcSJhdXz4RFM6CCKKCqQY","Contractor"
"Siemecs International LLC","4.7",,"79P6+75X - 28th St",,"Dubai","AE","http://siemecs.com/","+971 4 297 6220","HVAC contractor","Contractor","Electric vehicle charging station contractor","Electrical installation service","Electrical substation","Solar energy company","Industrial design company",,,,,"https://www.google.com/maps/search/?api=1&query=Siemecs%20International%20LLC&query_place_id=ChIJ1U-BnrlcXz4RCib-5tVwDdY","HVAC contractor"
"Thermo L.L.C","4.5",,"3 21 St",,"Dubai","AE",,"+971 4 340 0008","Corporate office",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Thermo%20L.L.C&query_place_id=ChIJt7ycGGxpXz4RcfXTUvaKnk0","Corporate office"
"Blue Star International","3.8","13","DAFZA, Building E-3 - Office 520",,"Dubai","AE","https://www.globalbluestar.com/me","+971 4 230 6900","Air conditioning system supplier",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Blue%20Star%20International&query_place_id=ChIJR9pp1r5dXz4RTP-rzz3wYrc","Air conditioning system supplier"
"BAB AL KHOR AIR CONDITION REPAIRING LLC","4.1","82","CLUSTER",,"Dubai","AE",,"+971 55 150 6024","Appliance repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BAB%20AL%20KHOR%20AIR%20CONDITION%20REPAIRING%20LLC&query_place_id=ChIJqzGd_XBhXz4RYuAHqmzp7hE","Appliance repair service"
"AGME Abdul Ghafoor Niazdin Marine Engineering LLC","4.6","18","Dubai Dry Docks - WS 127 - next to Dubai Dry Docks",,"Dubai","AE","https://www.alghafoor.com/","+971 4 552 9766","Air conditioning repair service","Air compressor repair service","Marine engineer","Electrical engineer","Marine supply store","Shipbuilding and repair company",,,,,,"https://www.google.com/maps/search/?api=1&query=AGME%20Abdul%20Ghafoor%20Niazdin%20Marine%20Engineering%20LLC&query_place_id=ChIJJ4H5e5xDXz4RARk0OZp1zDI","Air conditioning repair service"
"Dar Al Ataa Technical Services LLC | Facility & Property Management Company in Dubai-UAE","4.9","30","DAR AL ATAA TECHNICAL SERVICES LLC - WAREHOUSE NO - E35 P.O 126428 - near JOTUN PAINT",,"Dubai","AE","http://www.daralataa.com/","+971 54 991 2280","Property management company","Building materials supplier","Building restoration service","Civil engineering company","Electrical equipment supplier","Electrical installation service","HVAC contractor","Interior fitting contractor",,,,"https://www.google.com/maps/search/?api=1&query=Dar%20Al%20Ataa%20Technical%20Services%20LLC%20%7C%20Facility%20%26%20Property%20Management%20Company%20in%20Dubai-UAE&query_place_id=ChIJP5a9e9xcXz4RSDsgeNFwczM","Property management company"
"AL AAJMI TECHNICAL SERVICES LLC","5","1","411 PTC BLDG, AL QUSAIS , DIERA",,"Dubai","AE","http://www.alaajmi.com/","+971 55 645 3311","HVAC contractor","Air conditioning contractor","Air conditioning repair service","Air conditioning store","Air conditioning system supplier","Property maintenance","Small appliance repair service","Ventilating equipment manufacturer",,,,"https://www.google.com/maps/search/?api=1&query=AL%20AAJMI%20TECHNICAL%20SERVICES%20LLC&query_place_id=ChIJo____0RcXz4RJFh2nqdYNS8","HVAC contractor"
"FAJ Technical Services L.L.C","4.2","505","Warehouse # S-02 - Gate 35 Street 18B",,"Dubai","AE","https://www.fajservices.ae/","+971 4 330 0002","Air conditioning contractor","Appliance repair service","Air conditioning repair service","Appliance parts supplier","Appliance store","Electronics repair shop","Machine maintenance service","Refrigerator repair service","Small appliance repair service","Washer & dryer repair service",,"https://www.google.com/maps/search/?api=1&query=FAJ%20Technical%20Services%20L.L.C&query_place_id=ChIJ684KYJppXz4RlKpX1SUbEqY","Air conditioning contractor"
"Al Ghubaiba Technical Services L.L.C","4.7","31","S#12",,"Dubai","AE","http://alghubaiba.ae/","+971 55 355 8644","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Ghubaiba%20Technical%20Services%20L.L.C&query_place_id=ChIJXR8ZzERhXz4REdt_v-ESbvY","Air conditioning repair service"
"Fakhri & Brothers (Head Office)","3.7","31",,,"Sharjah","AE","http://www.fakhribrothers.com/","+971 6 535 1546","Air conditioning store","Copper supplier","Wholesaler",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fakhri%20%26%20Brothers%20(Head%20Office)&query_place_id=ChIJDZJPjalfXz4RMoaHIU7JWWQ","Air conditioning store"
"Xylem Electromechanical LLC | MEP Contractor in Dubai | Electrical | Plumbing | HVAC","4.1","8",,,"Dubai","AE","https://xylemem.com/","+971 50 905 2061","Mechanical contractor","Electrical installation service","HVAC contractor",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Xylem%20Electromechanical%20LLC%20%7C%20MEP%20Contractor%20in%20Dubai%20%7C%20Electrical%20%7C%20Plumbing%20%7C%20HVAC&query_place_id=ChIJqzmI1fBdXz4R6P5_R7SMusI","Mechanical contractor"
"KMP Auto Repairing","4.7","191",,,"Dubai","AE",,"+971 52 191 6438","Car repair and maintenance service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KMP%20Auto%20Repairing&query_place_id=ChIJe2mGqbpdXz4R2cYXJCEs0Vg","Car repair and maintenance service"
"naser air conditioning","5","1","al aweer 1 - near enoc petrol pump",,"Dubai","AE","http://www.facebook.com/naserac2000","+971 56 940 5666","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=naser%20air%20conditioning&query_place_id=ChIJd0Jb8ASJ9T4RRTrnjvUFFSU","Air conditioning repair service"
"Shujha Auto Garage Services","4.1","36",,,"Sharjah","AE","https://autogarageservices.com/","+971 50 656 1367","Auto repair shop","Auto air conditioning service","Auto body shop","Auto electrical service","Auto glass repair service","Car battery store","Oil change service","Tire repair shop","Wheel alignment service",,,"https://www.google.com/maps/search/?api=1&query=Shujha%20Auto%20Garage%20Services&query_place_id=ChIJpXpacohnXz4ReQEAxxu68XQ","Auto repair shop"
"AutoPro - 7511","4.7","213","Al Mosafer - Airport Road",,"Fujairah","AE","https://www.autopro.ae/","+971 9 234 4973","Auto repair shop","Auto air conditioning service","Auto electrical service","Auto spring shop","Brake shop","Car battery store","Car repair and maintenance service","Chauffeur service","Oil change service","Tire shop",,"https://www.google.com/maps/search/?api=1&query=AutoPro%20-%207511&query_place_id=ChIJScZsU2H59D4R0B_vMTC5N6Q","Auto repair shop"
"Radical Motorsports Auto Repairing LLC","4","97","Lahbab - Dubai-Hatta Rd",,"Dubai","AE","http://www.radicalmotorsports.online/","+971 56 104 6368","Auto repair shop","Auto air conditioning service","Auto dent removal service","Motorcycle shop","Motorsports store",,,,,,,"https://www.google.com/maps/search/?api=1&query=Radical%20Motorsports%20Auto%20Repairing%20LLC&query_place_id=ChIJv4aFQi1pXz4R_CWbCDwLR9c","Auto repair shop"
"Al Faseel Refrigeration Co LLC SPC","4","15","Salem Street",,"Fujairah","AE",,"+971 9 222 4603","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Faseel%20Refrigeration%20Co%20LLC%20SPC&query_place_id=ChIJfXfTUn349D4ResZ4sVTAt4M","HVAC contractor"
"Euro Gulf Technical Contracting LLC.","4.9","16","Emirates Rd",,"Sharjah","AE","http://eurogulftechnicalcontractingll.godaddysites.com/","+971 55 771 8704","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Euro%20Gulf%20Technical%20Contracting%20LLC.&query_place_id=ChIJu5fPf27z9T4RZGKPOAcr2AQ","HVAC contractor"
"HVAC DUCTWORKS","4.5","2","8JFH+4X6",,"Sharjah","AE",,"+971 6 544 0233","HVAC contractor","Air conditioning contractor","Air duct cleaning service","Air conditioning system supplier","Ventilating equipment manufacturer",,,,,,,"https://www.google.com/maps/search/?api=1&query=HVAC%20DUCTWORKS&query_place_id=ChIJf1w7RV3z9T4RIaG-3VCA8Zc","HVAC contractor"
"Experts Co for AC Systems LLC","3.3","3","59C2+Q8H",,"Fujairah","AE",,"+971 9 222 7451","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Experts%20Co%20for%20AC%20Systems%20LLC&query_place_id=ChIJvxOJJNRX9D4R53zc8Ig67Yo","HVAC contractor"
"Zaya Integrated Solutions","4.7","22","Amoon Tower - Flat No.504 - 1267 Hamad Bin Abdulla Street",,"Fujairah","AE","http://www.zayasolutions.com/","+971 9 222 3262","HVAC contractor","Fire protection service",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Zaya%20Integrated%20Solutions&query_place_id=ChIJMYxvIC359D4RuVHPS93CCHs","HVAC contractor"
"Global Electromechanical Cont Maint.EST",,,,,"Fujairah","AE","https://www.globalfuj.com/","+971 9 224 4980","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Global%20Electromechanical%20Cont%20Maint.EST&query_place_id=ChIJm7d_B1H59D4RPeLRBuGFcJ4","HVAC contractor"
"Tech Guru Technical Services Co","4.6",,"Al Moosa Tower 2 - Sheikh Zayed Rd - near Emirates Tower Metro Station",,"Dubai","AE","https://techguruuae.com/","+971 58 931 5357","Appliance repair service","Electrical repair shop","Electronic engineering service","Painting","Plumber","Water pump supplier","Woodworker",,,,,"https://www.google.com/maps/search/?api=1&query=Tech%20Guru%20Technical%20Services%20Co&query_place_id=ChIJsTAQzGy4cCIRH-r0_NPBp8s","Appliance repair service"
"Al Ozone A/C Contracting Company","4.4",,,,"Sharjah","AE","http://alozone.ae/","+971 6 539 6647","Corporate office",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Ozone%20A%2FC%20Contracting%20Company&query_place_id=ChIJoXe32eReXz4RLFXDdeX-HmE","Corporate office"
"Tamara Trading International llc","2.8",,"Emarat Atrium Building, Office NO 201",,"Dubai","AE","http://www.ttiuae.com/","+971 4 328 5988","HVAC contractor","Building materials store","Electronics store",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tamara%20Trading%20International%20llc&query_place_id=ChIJl8D1_9hpXz4RFh3YPeNyyMA","HVAC contractor"
"BAB AL SAAD AC UNITS FIX & CONT.","4.8",,"near Mitsubishi Motors",,"Sharjah","AE","http://saadflex.ae/","+971 56 502 5301","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BAB%20AL%20SAAD%20AC%20UNITS%20FIX%20%26%20CONT.&query_place_id=ChIJW9_Y_rlbXz4RYv1XsaNHbhw","HVAC contractor"
"Glorious Air Condition Spare Parts Trading LLC","3",,"Sajaya building G12 - next to Excellence Driving School Ooopsite Lulu Village Al Qusais Ind",,"Dubai","AE",,"+971 52 696 6647","Air conditioning store",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Glorious%20Air%20Condition%20Spare%20Parts%20Trading%20LLC&query_place_id=ChIJeUUybSJfXz4RW0NKKJL3kCE","Air conditioning store"
"MLGMC TECHNICAL SERVICES LLC.","3.1",,"Al Nasiriya Building - Damascus Street",,"Dubai","AE",,"+971 50 184 1601","HVAC contractor","Contractor","General contractor",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MLGMC%20TECHNICAL%20SERVICES%20LLC.&query_place_id=ChIJKQQKzkhDXz4RqLZVyzXKzTQ","HVAC contractor"
"Hitches & Glitches","3.9",,"3rd Floor، Farnek Building، Al Quoz 4، Dubai",,"Dubai","AE","https://www.hitchesglitches.com/","+971 800 42634","Property management company","Air duct cleaning service","House cleaning service","Property maintenance","Swimming pool",,,,,,,"https://www.google.com/maps/search/?api=1&query=Hitches%20%26%20Glitches&query_place_id=ChIJS1g9w5hpXz4R-6K0ByPcHQA","Property management company"
"TRANE B V B A ( DUBAI BRANCH )","4.5",,"U Bora Towers - Commercial Tower - 18 floor",,"Dubai","AE",,"+971 4 428 5200","Air conditioning store",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=TRANE%20B%20V%20B%20A%20(%20DUBAI%20BRANCH%20)&query_place_id=ChIJk9xNZi5pXz4RbALTzrPy3EQ","Air conditioning store"
"Climate Care Engineering LLC","5",,"Makateb - Suit 307 - Al Maktoum Rd",,"Dubai","AE","http://www.climate.ae/","+971 4 295 6106","HVAC contractor","Air conditioning contractor","Air conditioning repair service","Air conditioning system supplier",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Climate%20Care%20Engineering%20LLC&query_place_id=ChIJa5E2R6ZsXz4R2e0UYRBGOKE","HVAC contractor"
"Btu Electromechanical Works LLC","5",,"405, Block B - near Deira Clocktower",,"Dubai","AE","https://www.btullc.com/","+971 50 849 1725","HVAC contractor","Electrical engineer","Mechanical contractor",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Btu%20Electromechanical%20Works%20LLC&query_place_id=ChIJk1KnAhJDXz4RenApIDm04lQ","HVAC contractor"
"Seltrade - Refrigerant Gas Suppliers in UAE","3.7",,"Al najoum building - Suite # 205 - Al Ittihad Rd",,"Dubai","AE","https://www.seltrade.com/","+971 55 165 7871","HVAC contractor","Air conditioning store","Air conditioning system supplier","Copper supplier","Gas cylinders supplier","Industrial gas supplier",,,,,,"https://www.google.com/maps/search/?api=1&query=Seltrade%20-%20Refrigerant%20Gas%20Suppliers%20in%20UAE&query_place_id=ChIJP0FWHhpdXz4RKWGMUtkN3KA","HVAC contractor"
"The Healthy Home UAE","4.9",,"14 Street 1",,"Dubai","AE","https://thehealthyhome.me/en/ae?utm_source=google+&utm_medium=organic&utm_campaign=gmb","+971 800 72648493","Air conditioning repair service","Air duct cleaning service","Carpet cleaning service","Upholstery cleaning service",,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Healthy%20Home%20UAE&query_place_id=ChIJPauBt-xrXz4RyslW3DOqSFw","Air conditioning repair service"
"Samsung Service Center (SAMTech)","4.4",,"Contact: 06-7315730",,"Sharjah","AE","http://samtechme.com/","+971 6 731 5730","HVAC contractor","Air conditioning contractor","Air conditioning repair service","Air duct cleaning service","Electrician","Home health care service","Appliance repair service",,,,,"https://www.google.com/maps/search/?api=1&query=Samsung%20Service%20Center%20(SAMTech)&query_place_id=ChIJT0MdHDRfXz4RZQOxF1XV7zQ","HVAC contractor"
"GTEC TECHNICAL SERVICES LLC","5",,"tower, Saheel 2 - 1603, Al",,"Dubai","AE","http://www.gtec-me.com/","+971 52 132 9990","HVAC contractor","Air conditioning contractor","Air conditioning repair service","Air conditioning system supplier","Electrical installation service","Electrical repair shop","Interior fitting contractor","Plumber","Repair service",,,"https://www.google.com/maps/search/?api=1&query=GTEC%20TECHNICAL%20SERVICES%20LLC&query_place_id=ChIJmUoln4ZdXz4R8JE3Bxrk6wQ","HVAC contractor"
"LINK LIGHT ELECTRICAL WORKS (L.L.C.)","4.3",,"15th St",,"Dubai","AE","http://www.linklightuae.com/","+971 4 267 5071","HVAC contractor","Electrical installation service","Contractor","Mechanical contractor",,,,,,,,"https://www.google.com/maps/search/?api=1&query=LINK%20LIGHT%20ELECTRICAL%20WORKS%20(L.L.C.)&query_place_id=ChIJGan9mh9cXz4Ryb1MEuyfgcg","HVAC contractor"
"AL WASIL HVAC SOLUTIONS","5",,,,"Dubai","AE","https://alwasil.ae/","+971 58 125 5370","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AL%20WASIL%20HVAC%20SOLUTIONS&query_place_id=ChIJ9Ws_5hJpXz4RSuEdmCJuHpw","HVAC contractor"
"Auracool Air Condition Trading LLC","5",,"26th St",,"Dubai","AE","https://www.auracoolac.com/","+971 4 282 3466","Air conditioning system supplier",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Auracool%20Air%20Condition%20Trading%20LLC&query_place_id=ChIJe_6PP99pXz4RM3KqbrNUXng","Air conditioning system supplier"
"Hafiz AC Repairing","4",,"3 8 St",,"Dubai","AE","https://hafizac.com/","+971 55 932 6828","Air conditioning repair service","Air conditioning system supplier","Repair service","Washer & dryer repair service",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hafiz%20AC%20Repairing&query_place_id=ChIJlwShLfpDXz4Rz0NyBbmtKE4","Air conditioning repair service"
"HVAC CONTROLS LLC","5",,"36 Street",,"Sharjah","AE","http://www.hvaccontrolsllc.com/","+971 50 230 2024","Automation company",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=HVAC%20CONTROLS%20LLC&query_place_id=ChIJAzSVz1T_9T4RcsGnZS_ZVh4","Automation company"
"Al Shaer Technical Works L.L.C","4",,"12th St",,"Dubai","AE","http://alshaertechnicalworks.com/","+971 4 380 8250","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Shaer%20Technical%20Works%20L.L.C&query_place_id=ChIJsaVdsQhpXz4Rs9LjzW1TVfw","HVAC contractor"
"AIFA Services","4.3",,"Del Ani Building - FF03 First Floor - opposite Belhasa Driving School Office",,"Dubai","AE","https://www.aifaservices.ae/","+971 50 725 2860","HVAC contractor","Air duct cleaning service","Appliance repair service","House cleaning service","Air conditioning repair service","Painting","Pest control service","Property maintenance","Upholstery cleaning service",,,"https://www.google.com/maps/search/?api=1&query=AIFA%20Services&query_place_id=ChIJN8XC8ohDXz4RlifEHictstY","HVAC contractor"
"PPTS Electrical & Mechanical Engineering LLC","5",,"306-203 - Al Muraqqabat Rd",,"Dubai","AE","https://popularpowertech.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","+971 54 313 2087","HVAC contractor","Air conditioning repair service","Contractor","Electric vehicle charging station contractor","Electrician","Engineer","Electrical engineer","Plumber",,,,"https://www.google.com/maps/search/?api=1&query=PPTS%20Electrical%20%26%20Mechanical%20Engineering%20LLC&query_place_id=ChIJy9h_fQBdXz4RZqUatg8DZ34","HVAC contractor"
"Cool Ways HVAC Supplier","5",,"22 St",,"Sharjah","AE","https://www.coolways-trading.com/","+971 6 530 0735","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cool%20Ways%20HVAC%20Supplier&query_place_id=ChIJp9nAUBdqeGERH8l5yOktfBo","HVAC contractor"
"Annex Star Technical Services LLC","4.8",,"B-2104 - Sheikh Zayed Rd",,"Dubai","AE","http://www.annexstars.com/","+971 56 380 5964","HVAC contractor","Air conditioning repair service","Air conditioning store","Air duct cleaning service","Construction company","Air conditioning contractor","Repair service","Villa",,,,"https://www.google.com/maps/search/?api=1&query=Annex%20Star%20Technical%20Services%20LLC&query_place_id=ChIJG3IE404TXz4Rro7167Zehd0","HVAC contractor"
"Aries Marine and Engineering Services LLC, Naval Architects","4.6",,"Tower 400, 20th Floor, Mina Road - Al Arouba St",,"Sharjah","AE","https://www.ariesmar.com/ae/en","+971 6 550 3300","HVAC contractor","Consultant","Engineering consultant","Instrumentation engineer","Marine engineer","Marine surveyor","Shipbuilding and repair company","Shipyard",,,,"https://www.google.com/maps/search/?api=1&query=Aries%20Marine%20and%20Engineering%20Services%20LLC%2C%20Naval%20Architects&query_place_id=ChIJ1zVLFCVaXz4R3hU3JRS6Jog","HVAC contractor"
